species,MEY11_0,MEY11_1,MEY11_2,MEY11_3,MEY11_4,MEY11_5,MEY11_6,MEY11_7,MEY11_8,MEY11_9,MEY4_0,MEY4_1,MEY4_2,MEY4_3,MEY4_4,MEY4_5,MEY4_6,MEY4_7,MEY4_8,MEY4_9,MEY7_0,MEY7_1,MEY7_2,MEY7_3,MEY7_4,MEY7_5,MEY7_6,MEY7_7,MEY7_8,MEY7_8_control,MEY7_9,MEY8_0,MEY8_1,MEY8_2,MEY8_3,MEY8_4,MEY8_5,MEY8_6,MEY8_7,MEY8_8,MEY8_9,total,superkingdom,kingdom,phylum,class,order,family,genus,tax
Cellulomonas macrotermitis,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Cellulomonadaceae,Cellulomonas,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Cellulomonadaceae;Cellulomonas;Cellulomonas macrotermitis
Rhizobium arsenicireducens,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,Bacteria,none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Bacteria;none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium arsenicireducens
Shinella pollutisoli,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,1,0,7,Bacteria,none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Shinella,Bacteria;none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Shinella;Shinella pollutisoli
Thermoanaerobacterium butyriciformans,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,Bacteria,none,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Thermoanaerobacterium,Bacteria;none;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family III. Incertae Sedis;Thermoanaerobacterium;Thermoanaerobacterium butyriciformans
Helcococcus sueciensis,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,Bacteria,none,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Helcococcus,Bacteria;none;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Helcococcus;Helcococcus sueciensis
Sphingomonas solaris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,Bacteria,none,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Bacteria;none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas solaris
Sphingobium chlorophenolicum,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,Bacteria,none,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Bacteria;none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium chlorophenolicum
Pseudonocardia petroleophila,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,Bacteria,none,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Bacteria;none;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia petroleophila
Planktothrix tepida,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Bacteria,none,Cyanobacteria,Cyanobacteria_Incertae_sedis,Oscillatoriales,Microcoleaceae,Planktothrix,Bacteria;none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Oscillatoriales;Microcoleaceae;Planktothrix;Planktothrix tepida
Balneicella halophila,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,Bacteria,none,Bacteroidota,Bacteroidia,Bacteroidales,Balneicellaceae,Balneicella,Bacteria;none;Bacteroidota;Bacteroidia;Bacteroidales;Balneicellaceae;Balneicella;Balneicella halophila
Occidentia massiliensis,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,7,Bacteria,none,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Occidentia,Bacteria;none;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Occidentia;Occidentia massiliensis
Romboutsia timonensis,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Romboutsia,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Romboutsia;Romboutsia timonensis
Phyllonema ansata,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,7,Bacteria,none,Cyanobacteria,Cyanobacteria_Incertae_sedis,Nostocales,Rivulariaceae,Phyllonema,Bacteria;none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Nostocales;Rivulariaceae;Phyllonema;Phyllonema ansata
Phocaeicola vulgatus,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,Bacteria,none,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Bacteria;none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola vulgatus
Sporosarcina thermotolerans,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,7,Bacteria,none,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,Bacteria;none;Firmicutes;Bacilli;Bacillales;Planococcaceae;Sporosarcina;Sporosarcina thermotolerans
Kyrpidia tusciae,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,7,Bacteria,none,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Kyrpidia,Bacteria;none;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Kyrpidia;Kyrpidia tusciae
Leptochromothrix valpauliae,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,7,Bacteria,none,Cyanobacteria,Cyanobacteria_Incertae_sedis,Oscillatoriales,Vermifilaceae,Leptochromothrix,Bacteria;none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Oscillatoriales;Vermifilaceae;Leptochromothrix;Leptochromothrix valpauliae
Sphingobium wenxiniae,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Bacteria,none,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Bacteria;none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium wenxiniae
Barnesiella intestinihominis,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,7,Bacteria,none,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Bacteria;none;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;Barnesiella intestinihominis
Uruburuella suis,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,Bacteria,none,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Uruburuella,Bacteria;none;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Uruburuella;Uruburuella suis
Prevotella buccalis,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,7,Bacteria,none,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Bacteria;none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella buccalis
Polaromonas hydrogenivorans,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas;Polaromonas hydrogenivorans
Lactococcus hodotermopsidis,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,Bacteria,none,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Bacteria;none;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus hodotermopsidis
Paenibacillus tumbae,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,7,Bacteria,none,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Bacteria;none;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus tumbae
Megasphaera hexanoica,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6,Bacteria,none,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Bacteria;none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera hexanoica
Phycicoccus elongatus,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Intrasporangiaceae,Phycicoccus,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Intrasporangiaceae;Phycicoccus;Phycicoccus elongatus
Oceanobacillus massiliensis,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,Bacteria,none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,Bacteria;none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Oceanobacillus;Oceanobacillus massiliensis
Geothrix fermentans,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,Bacteria,none,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Geothrix,Bacteria;none;Acidobacteria;Holophagae;Holophagales;Holophagaceae;Geothrix;Geothrix fermentans
Maribacter aestuarii,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,Bacteria,none,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,Bacteria;none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Maribacter;Maribacter aestuarii
Muricauda chongwuensis,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,none,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muricauda,Bacteria;none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Muricauda;Muricauda chongwuensis
Winogradskyella psychrotolerans,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,6,Bacteria,none,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Bacteria;none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Winogradskyella;Winogradskyella psychrotolerans
Intrasporangium oryzae,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Intrasporangiaceae,Intrasporangium,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Intrasporangiaceae;Intrasporangium;Intrasporangium oryzae
Phormidium irriguum,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,6,Bacteria,none,Cyanobacteria,Cyanobacteria_Incertae_sedis,Oscillatoriales,Oscillatoriaceae,Phormidium,Bacteria;none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Oscillatoriales;Oscillatoriaceae;Phormidium;Phormidium irriguum
Flavobacterium columnare,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,Bacteria,none,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteria;none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium columnare
[Heliobacterium] sulfidophilum,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Heliobacteriaceae,Heliomicrobium,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Heliobacteriaceae;Heliomicrobium;[Heliobacterium] sulfidophilum
Brevibacterium sanguinis,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Brevibacteriaceae,Brevibacterium,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Brevibacteriaceae;Brevibacterium;Brevibacterium sanguinis
Gallicola barnesae,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,6,Bacteria,none,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Gallicola,Bacteria;none;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Gallicola;Gallicola barnesae
Lysinibacillus telephonicus,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,Bacteria,none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Bacteria;none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Lysinibacillus;Lysinibacillus telephonicus
Weissella halotolerans,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,6,Bacteria,none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Bacteria;none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Weissella;Weissella halotolerans
Hyunsoonleella jejuensis,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,6,Bacteria,none,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Hyunsoonleella,Bacteria;none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Hyunsoonleella;Hyunsoonleella jejuensis
Gallibacterium trehalosifermentans,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,Bacteria,none,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Gallibacterium,Bacteria;none;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Gallibacterium;Gallibacterium trehalosifermentans
Microbacterium faecale,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,6,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium faecale
Leuconostoc citreum,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,6,Bacteria,none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Bacteria;none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;Leuconostoc citreum
Paeniclostridium ghonii,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Paeniclostridium,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Paeniclostridium;Paeniclostridium ghonii
Anaeroglobus geminatus,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,Bacteria,none,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Anaeroglobus,Bacteria;none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Anaeroglobus;Anaeroglobus geminatus
Succiniclasticum ruminis,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,none,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Bacteria;none;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Succiniclasticum;Succiniclasticum ruminis
Lentilactobacillus fungorum,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Bacteria;none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lentilactobacillus;Lentilactobacillus fungorum
Microbacterium invictum,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,6,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium invictum
Microbacterium lacticum,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium lacticum
Marinitoga piezophila,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6,Bacteria,none,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Marinitoga,Bacteria;none;Thermotogae;Thermotogae;Petrotogales;Petrotogaceae;Marinitoga;Marinitoga piezophila
Oculatella crustae-formantes,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,6,Bacteria,none,Cyanobacteria,Cyanobacteria_Incertae_sedis,Pseudanabaenales,Oculatellaceae,Oculatella,Bacteria;none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Pseudanabaenales;Oculatellaceae;Oculatella;Oculatella crustae-formantes
Oculatella cataractarum,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,6,Bacteria,none,Cyanobacteria,Cyanobacteria_Incertae_sedis,Pseudanabaenales,Oculatellaceae,Oculatella,Bacteria;none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Pseudanabaenales;Oculatellaceae;Oculatella;Oculatella cataractarum
Haemophilus parainfluenzae,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,none,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Bacteria;none;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus parainfluenzae
Flavobacterium reichenbachii,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,6,Bacteria,none,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteria;none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium reichenbachii
Gloeothece membranacea,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,6,Bacteria,none,Cyanobacteria,Cyanobacteria_Incertae_sedis,Chroococcales,Aphanothecaceae,Gloeothece,Bacteria;none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Chroococcales;Aphanothecaceae;Gloeothece;Gloeothece membranacea
Ectobacillus antri,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,6,Bacteria,none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Ectobacillus,Bacteria;none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Ectobacillus;Ectobacillus antri
Georgenia muralis,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Bogoriellaceae,Georgenia,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Bogoriellaceae;Georgenia;Georgenia muralis
Mariniplasma anaerobium,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,Bacteria,none,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Mariniplasma,Bacteria;none;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Mariniplasma;Mariniplasma anaerobium
Bacillus capparidis,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,Bacteria,none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria;none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus capparidis
Asteroleplasma anaerobium,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,Bacteria,none,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Asteroleplasma,Bacteria;none;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae;Asteroleplasma;Asteroleplasma anaerobium
Pedobacter xixiisoli,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,Bacteria,none,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Bacteria;none;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter xixiisoli
Soortia roseihalophila,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,6,Bacteria,none,Balneolaeota,Balneolia,Balneolales,Soortiaceae,Soortia,Bacteria;none;Balneolaeota;Balneolia;Balneolales;Soortiaceae;Soortia;Soortia roseihalophila
Limnococcus limneticus,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,6,Bacteria,none,Cyanobacteria,Cyanobacteria_Incertae_sedis,Chroococcales,Chroococcaceae,Limnococcus,Bacteria;none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Chroococcales;Chroococcaceae;Limnococcus;Limnococcus limneticus
Bacillus alkalicellulosilyticus,0,1,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria;none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus alkalicellulosilyticus
Alkalihalobacillus bogoriensis,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,Bacteria,none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Alkalihalobacillus,Bacteria;none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Alkalihalobacillus;Alkalihalobacillus bogoriensis
